api_internal_id,award_id,recipient,awarding_agency,amount_usd,description,award_base_date,last_modified_date
CONT_AWD_15DD0A26P00000010_1524_-NONE-_-NONE-,15DD0A26P00000010,"ATLANTIC DIVING SUPPLY, INC.",Department of Justice,19820.54,TITLE: SKYDIO X10 NEW YORK REQUESTOR: DAVID D HAYUNGA ITJA#: ITJA0017213 DELIVERY DATE: 04/30/2026 SKYDIO X10 OUTDOOR DRONE USED FOR INVESTAGATION AND OFFICER/AGENT SAFETY.,2026-03-23,2026-04-14 13:22:15
CONT_AWD_15DDEL26P00000030_1524_-NONE-_-NONE-,15DDEL26P00000030,"ATLANTIC DIVING SUPPLY, INC.",Department of Justice,14190.0,ELP/ADS/DRONEROBOT  REQUESTOR: FRANCES M MARTINEZ DELIVERY DATE: 07/01/2026,2026-07-28,2026-08-10 16:47:00
CONT_AWD_15DDHQ26F00000218_1524_47QSMA19D08Q1_4732,15DDHQ26F00000218,"ATLANTIC DIVING SUPPLY, INC.",Department of Justice,26390.0,SKYDIO R10 KIT,2026-03-06,2026-03-06 11:58:25
CONT_AWD_15DDHQ26P00000658_1524_-NONE-_-NONE-,15DDHQ26P00000658,VPRIME TECH INC,Department of Justice,16690.34,SKYDIO R10 INDOOR DRONES,2026-06-25,2026-07-08 10:16:22
CONT_AWD_15DDHQ26P00000661_1524_-NONE-_-NONE-,15DDHQ26P00000661,PRIMEPRO BUSINESS SOLUTIONS LLC,Department of Justice,0.0,PARROT ANAFI UKR PHASE 1,2026-07-07,2026-09-03 08:49:28
CONT_AWD_15DDHQ26P00001005_1524_-NONE-_-NONE-,15DDHQ26P00001005,W S DARLEY & CO,Department of Justice,248081.79,PARROT ANAFI UKR PHASE 1,2026-09-18,2026-09-18 10:16:44
CONT_AWD_15F06725P0001064_1549_-NONE-_-NONE-,15F06725P0001064,W S DARLEY & CO,Department of Justice,619956.78,SCUBA GEAR,2025-09-15,2026-01-28 11:42:32
CONT_AWD_15F06726F0000267_1549_15F06725D0000766_1549,15F06726F0000267,US21 INC,Department of Justice,1075.0,PRCS ELITE CHARGER,2026-02-24,2026-03-12 14:45:22
CONT_AWD_15F06726F0000269_1549_15F06725D0000751_1549,15F06726F0000269,"ATLANTIC DIVING SUPPLY, INC.",Department of Justice,1205744.98,TACTICAL EQUIPMENT,2026-02-24,2026-03-12 14:55:32
CONT_AWD_15F06726F0000407_1549_15F06725D0000751_1549,15F06726F0000407,"ATLANTIC DIVING SUPPLY, INC.",Department of Justice,1039255.93,TACTICAL EQUIPMENT,2026-03-26,2026-04-22 17:17:12
CONT_AWD_15F06726F0000432_1549_15F06725D0000763_1549,15F06726F0000432,W S DARLEY & CO,Department of Justice,375247.56,TACTICAL EQUIPMENT,2026-03-27,2026-03-30 14:26:24
CONT_AWD_15F06726F0000650_1549_15F06725D0000751_1549,15F06726F0000650,"ATLANTIC DIVING SUPPLY, INC.",Department of Justice,144022.81,TACTICAL EQUIPMENT,2026-04-30,2026-05-12 17:18:45
CONT_AWD_15F06726F0000655_1549_15F06725D0000760_1549,15F06726F0000655,ASPETTO INC,Department of Justice,390266.85,TACTICAL EQUIPMENT,2026-05-04,2026-05-12 17:19:52
CONT_AWD_15F06726F0000912_1549_15F06725D0000763_1549,15F06726F0000912,W S DARLEY & CO,Department of Justice,775378.12,TACTICAL EQUIPMENT,2026-06-24,2026-07-24 14:54:37
CONT_AWD_15F06726F0000973_1549_15F06725D0000763_1549,15F06726F0000973,W S DARLEY & CO,Department of Justice,71842.92,DRONE TARRIFF BULK UPLOAD,2026-07-02,2026-07-02 14:13:08
CONT_AWD_15F06726F0001113_1549_15F06725D0000763_1549,15F06726F0001113,W S DARLEY & CO,Department of Justice,547114.07,TACTICAL EQUIPMENT,2026-07-28,2026-08-11 15:48:07
CONT_AWD_15F06726F0001176_1549_15F06725D0000763_1549,15F06726F0001176,W S DARLEY & CO,Department of Justice,23416.0,TACTICAL EQUIPMENT DELIVERY ORDER.,2026-08-04,2026-08-25 09:31:13
CONT_AWD_15F06726F0001351_1549_15F06725D0000763_1549,15F06726F0001351,W S DARLEY & CO,Department of Justice,1706394.61,TACTICAL EQUIPMENT DELIVERY ORDER.,2026-08-25,2026-08-27 10:47:59
CONT_AWD_15F06726F0001611_1549_15F06725D0000763_1549,15F06726F0001611,W S DARLEY & CO,Department of Justice,557249.65,TACTICAL EQUIPMENT,2026-09-17,2026-09-17 14:33:06
CONT_AWD_15M10324FA4700091_1544_15A00020DAQA00604_1560,15M10324FA4700091,"ATLANTIC DIVING SUPPLY, INC.",Department of Justice,15000.0,SKYDIO X2D UAS KIT  PURCHASING UAS OFF ATF IDIQ CONTRACT 15A00020DAQA00604.,2024-03-12,2026-03-13 11:58:47
CONT_AWD_1605C125P00014_1605_-NONE-_-NONE-,1605C125P00014,"SKYDIO, INC",Department of Labor,190340.04,TO OBTAIN DRONES FOR OSHA FLEET,2025-06-25,2025-11-26 07:23:05
CONT_AWD_1605C426P00020_1605_-NONE-_-NONE-,1605C426P00020,UNIQUE TECHNOLOGY SYSTEMS LLC,Department of Labor,324949.8,TO PROCURE SKYDIO X10 STARTER KIT NA + VT300-L.,2026-06-08,2026-06-08 13:16:47
CONT_AWD_191NLE18P0090_1900_-NONE-_-NONE-,191NLE18P0090,"PROJECT SERVICES INTERNATIONAL CORPORATION, INC",Department of State,70761.0,"PURCHASE ORDER TO PROVIDE AERIAL SURVEILLANCE VEHICLES TO THE GUATEMALAN NATIONAL POLICE. INL SECTION, US EMBASSY GUATEMALA CITY.",2018-08-02,2025-12-12 14:12:50
CONT_AWD_191NLE26F0014_1900_19AQMM25D0186_1900,191NLE26F0014,"SKYDIO, INC",Department of State,130498.3,"NEW DELIVER ORDER IN THE AMOUNT OF $130,498.30 FOR UAS WITH A DELIVERY DATE OF 11/7/26. THIS REQUIREMENT IS IN SUPPORT OF THE INL SECTION AT THE U.S. EMBASSY ISLAMABAD, PAKISTAN.",2026-06-10,2026-09-16 13:39:13
CONT_AWD_19AQMM25F0189_1900_19AQMM25D0182_1900,19AQMM25F0189,QUANTUM-SYSTEMS INC,Department of State,19592152.9,PURCHASE OF VECTOR DRONES SYSTEMS AND UPGRADES.,2024-12-20,2026-07-30 16:57:56
CONT_AWD_19AQMM25F1638_1900_19AQMM25D0182_1900,19AQMM25F1638,QUANTUM-SYSTEMS INC,Department of State,27527527.27,PURCHASE OF VECTOR DRONES SYSTEMS AND UPGRADES.,2025-09-22,2026-03-05 09:42:35
CONT_AWD_19AQMM26C0257_1900_-NONE-_-NONE-,19AQMM26C0257,STREAM TECHNO LLC,Department of State,24998500.0,INL DRONES AND GROUND CONTROL STATIONS,2026-02-19,2026-08-11 10:34:03
CONT_AWD_19AQMM26C0264_1900_-NONE-_-NONE-,19AQMM26C0264,STREAM TECHNO LLC,Department of State,14994135.0,INL DRONES AND GROUND CONTROL STATIONS,2026-02-19,2026-08-11 10:34:48
CONT_AWD_19AQMM26C0675_1900_-NONE-_-NONE-,19AQMM26C0675,HYLIO INC,Department of State,2800995.8,"UAS SYSTEMS, SPARE PARTS, AND SUPPORT.",2026-08-07,2026-08-11 10:32:27
CONT_AWD_19AQMM26F0930_1900_19AQMM22D0045_1900,19AQMM26F0930,"BERRY AVIATION, INC.",Department of State,2999721.92,INL BOGOTA COUNTERUAS - DETECT AND DEFEAT PROJECT,2026-08-12,2026-08-12 11:04:21
CONT_AWD_19PE5026F0262_1900_19AQMM25D0186_1900,19PE5026F0262,"SKYDIO, INC",Department of State,86588.18,DHS/HSI - SKYDIO X10D (TCIU),2026-08-20,2026-08-21 11:33:13
CONT_AWD_19PM0726F0196_1900_47QSMS25D00B2_4732,19PM0726F0196,BARFIELD INC,Department of State,57651.0,SUAS AND ACCESSORIES,2026-09-09,2026-09-17 14:54:45
CONT_AWD_47QFWA23C0005_4732_-NONE-_-NONE-,47QFWA23C0005,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",General Services Administration,11812165.86,PROLIFERATED LOW EARTH ORBIT PLEO,2023-06-20,2026-03-11 12:56:05
CONT_AWD_693C7325P000024_6925_-NONE-_-NONE-,693C7325P000024,"FRONTIER PRECISION, INC",Department of Transportation,229729.01,SURVEY DRONE AND LIDAR EQUIPMENT,2025-04-17,2025-10-16 12:32:16
CONT_AWD_693JK426P600015_6901_-NONE-_-NONE-,693JK426P600015,W S DARLEY & CO,Department of Transportation,17621.46,"PROCUREMENT OF A TRACE (2.4GHZ) SMALL UNMANNED AIRCRAFT SYSTEM (SUAS) BUNDLE, INCLUDING THERMAL IMAGING (EO/IR) AND GROUND CONTROL CAPABILITIES, FOR OPERATIONAL USE BY PSD SPECIAL AGENTS. THIS EQUIPMENT SUPPORTS ADVANCED INTELLIGENCE, SURVEILLANCE, A",2026-06-08,2026-06-23 18:05:50
CONT_AWD_6982AF22P000032_6925_-NONE-_-NONE-,6982AF22P000032,"FRONTIER PRECISION, INC",Department of Transportation,141722.3,SYSTEM DRONE,2022-09-09,2026-01-15 15:59:44
CONT_AWD_70B02C20P00000194_7014_-NONE-_-NONE-,70B02C20P00000194,ILC ASTROSPACE LLC,Department of Homeland Security,22238358.0,PURCHASE ORDER AWARD FOR THE PURCHASE OF 2-420K AEROSTATS.,2020-04-09,2026-07-14 10:39:01
CONT_AWD_70B02C25F00000448_7014_70B02C24A00000030_7014,70B02C25F00000448,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,53248.76,YUMA SECTOR X10D ORDER,2025-08-20,2026-09-08 11:46:40
CONT_AWD_70B02C25F00000449_7014_70B02C24A00000030_7014,70B02C25F00000449,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,25650.96,SEATTLE SECTOR SUAS ORDER,2025-07-10,2026-09-08 11:46:40
CONT_AWD_70B02C25F00000908_7014_70B02C24A00000030_7014,70B02C25F00000908,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,4242025.67,X10D 0004,2025-09-24,2026-09-08 11:46:40
CONT_AWD_70B02C26F00000166_7014_70B02C24A00000030_7014,70B02C26F00000166,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,24159.68,NEW CALL ORDER,2026-02-09,2026-09-08 11:46:40
CONT_AWD_70B02C26F00000208_7014_70B02C26A00000005_7014,70B02C26F00000208,BARFIELD INC,Department of Homeland Security,765683.4,ANAFI UKR SUAS,2026-07-27,2026-07-27 06:39:27
CONT_AWD_70B02C26F00000545_7014_70B02C24A00000030_7014,70B02C26F00000545,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,826229.04,WARRANTY AND PARTS/ SPARES,2026-07-28,2026-07-28 06:53:30
CONT_AWD_70B02C26F00000853_7014_70B02C26A00000005_7014,70B02C26F00000853,BARFIELD INC,Department of Homeland Security,36897.48,ANAFI UKR DELIVERY ORDER,2026-09-01,2026-09-01 10:14:46
CONT_AWD_70B02C26F00000860_7014_70B02C24A00000030_7014,70B02C26F00000860,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,319743.1,SKYDIO SUAS DRONES,2026-08-27,2026-08-27 16:21:54
CONT_AWD_70B03C25F00000630_7014_70B02C24A00000030_7014,70B03C25F00000630,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,167604.12,SKYDIO X10D AND ACCESSORIES,2025-09-16,2026-09-08 11:46:40
CONT_AWD_70B03C25F00001185_7014_70B02C24A00000030_7014,70B03C25F00001185,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,26801.27,SKYDIO X10D KIT-VT300-Z,2025-09-23,2026-09-08 11:46:40
CONT_AWD_70B03C26F00000640_7014_70B02C24A00000030_7014,70B03C26F00000640,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,90149.85,THE EL PASO SECTOR SPECIAL OPERATIONS GROUP INTENTS TO PURCHASE 3 SKYDIO X10D DRONES,2026-07-28,2026-08-17 10:57:23
CONT_AWD_70B03C26F00000652_7014_70B02C24A00000030_7014,70B03C26F00000652,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,30194.59,USBP SAN DIEGO SECTOR PURCHASE OF 1 KSDIO X10D DRONE PLUS ACCESSORIES,2026-08-03,2026-08-03 16:33:58
CONT_AWD_70B03C26F00000707_7014_GS07F5965P_4730,70B03C26F00000707,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,0.0,DRONE,2026-08-17,2026-08-18 15:11:16
CONT_AWD_70B03C26F00000793_7014_70B02C24A00000030_7014,70B03C26F00000793,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,27852.93,DRONE,2026-08-20,2026-08-20 10:46:17
CONT_AWD_70B03C26F00000988_7014_47QSMS25D00B2_4732,70B03C26F00000988,BARFIELD INC,Department of Homeland Security,88724.7,PARROT UKR XLR SUAS DRONES,2026-09-11,2026-09-11 17:05:04
CONT_AWD_70B04C26F00000964_7014_70B02C26A00000005_7014,70B04C26F00000964,BARFIELD INC,Department of Homeland Security,312558.6,DRONES FOR US CUSTOMS AND BORDER PROTECTION,2026-09-14,2026-09-14 09:24:01
CONT_AWD_70B06C25P00000507_7014_-NONE-_-NONE-,70B06C25P00000507,"SENECA STRATEGIC PARTNERS, LLC",Department of Homeland Security,886539.9,8(A) DIRECT AWARD PURCHASE ORDER FOR DRONE AS FIRST RESPONDER,2025-09-18,2026-09-14 15:32:20
CONT_AWD_70CMSD24P00000095_7012_-NONE-_-NONE-,70CMSD24P00000095,FLIGHTWAVE AEROSPACE SYSTEMS CORPORATION,Department of Homeland Security,0.0,SMALL UNMANNED AERIAL SYSTEM (SUAS),2024-08-14,2026-07-30 14:26:21
CONT_AWD_70CMSD25FC0000039_7012_70B02C24A00000030_7014,70CMSD25FC0000039,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,514169.68,THIS AWARD PROCURES SMALL UNMANNED AIRCRAFT SYSTEMS WHICH PROVIDES HOMELAND SECURITY INVESTIGATIONS PERSONNEL WITH AERIAL CAPABILITIES WHEN CONDUCTING LAW ENFORCEMENT INVESTIGATIONS NATIONWIDE.,2025-09-14,2026-08-18 08:31:46
CONT_AWD_70CMSD26FC0000028_7012_70B02C24A00000030_7014,70CMSD26FC0000028,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,28714.36,THIS AWARD PROCURES SMALL UNMANNED AIRCRAFT SYSTEM WHICH PROVIDES HOMELAND SECURITY INVESTIGATION PERSONNEL WITH AERIAL CAPABILITIES WHEN CONDUCTING LAW ENFORCEMENT INVESTIGATIONS NATIONWIDE.,2026-08-03,2026-08-03 15:10:45
CONT_AWD_70CMSD26FC0000033_7012_70B02C24A00000030_7014,70CMSD26FC0000033,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,32234.21,THIS AWARD PROCURES SMALL UNMANNED AIRCRAFT SYSTEMS WHICH PROVIDES HOMELAND SECURITY INVESTIGATIONS PERSONNEL WITH AERIAL CAPABILITIES WHEN CONDUCTING LAW ENFORCEMENT INVESTIGATIONS NATIONWIDE.,2026-08-31,2026-08-31 11:23:43
CONT_AWD_70CMSD26FC0000034_7012_70B02C24A00000030_7014,70CMSD26FC0000034,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,59862.32,"PURCHASE OF SMALL UNMANNED AIRCRAFT SYSTEMS (SUAS), THEIR ACCESSORIES, AND ASSOCIATED PARTS AND SERVICES IN SUPPORT OF HOMELAND SECURITY INVESTIGATIONS.",2026-08-18,2026-08-18 12:50:30
CONT_AWD_70CMSD26FC0000036_7012_70B02C24A00000030_7014,70CMSD26FC0000036,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,499759.59,THIS AWARD PROCURES SMALL UNMANNED AIRCRAFT SYSTEM WHICH PROVIDES HOMELAND SECURITY INVESTIGATION PERSONNEL WITH AERIAL CAPABILITIES WHEN CONDUCTING LAW ENFORCEMENT INVESTIGATIONS NATIONWIDE.,2026-08-26,2026-08-26 11:48:24
CONT_AWD_70CMSD26FC0000037_7012_70B02C24A00000030_7014,70CMSD26FC0000037,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,1892000.0,THIS AWARD PROCURES SMALL UNMANNED AIRCRAFT SYSTEM WHICH PROVIDES HOMELAND SECURITY INVESTIGATION PERSONNEL WITH AERIAL CAPABILITIES WHEN CONDUCTING LAW ENFORCEMENT INVESTIGATIONS NATIONWIDE.,2026-08-26,2026-08-26 11:59:19
CONT_AWD_70CMSD26FC0000041_7012_70B02C24A00000030_7014,70CMSD26FC0000041,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,32506.23,THIS AWARD PROCURES SMALL UNMANNED AIRCRAFT SYSTEM WHICH PROVIDES HOMELAND SECURITY INVESTIGATION PERSONNEL WITH AERIAL CAPABILITIES WHEN CONDUCTING LAW ENFORCEMENT INVESTIGATIONS,2026-08-31,2026-08-31 07:46:43
CONT_AWD_70CMSD26FC0000045_7012_70B02C24A00000030_7014,70CMSD26FC0000045,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,172286.16,"THIS CALL ORDER IS FOR SMALL, UNMANNED AIRCRAFT SYSTEMS WHICH PROVIDE HOMELAND SECURITY INVESTIGATIONS WITH AERIAL CAPABILITIES WHEN CONDUCTING LAW ENFORCEMENT OPERATIONS AND INVESTIGATIONS.",2026-09-09,2026-09-09 13:25:03
CONT_AWD_70CMSD26FC0000058_7012_70B02C24A00000030_7014,70CMSD26FC0000058,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,29286.1,"PURCHASE OF SMALL UNMANNED AIRCRAFT SYSTEMS (SUAS), THEIR ACCESSORIES, AND ASSOCIATED PARTS AND SERVICES IN SUPPORT OF HOMELAND SECURITY INVESTIGATIONS.",2026-09-20,2026-09-20 16:59:17
CONT_AWD_70CMSD26FC0000059_7012_70B02C24A00000030_7014,70CMSD26FC0000059,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,59312.16,"PURCHASE OF SMALL UNMANNED AIRCRAFT SYSTEMS (SUAS), THEIR ACCESSORIES, AND ASSOCIATED PARTS AND SERVICES IN SUPPORT OF HOMELAND SECURITY INVESTIGATIONS.",2026-09-20,2026-09-20 18:57:20
CONT_AWD_70CMSD26FR0000092_7012_47QSMA19D08Q1_4732,70CMSD26FR0000092,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,28424.67,"THIS ORDER PROVIDES ONE SKYDIO X10D SMALL, UNMANNED AIRCRAFT SYSTEM TO PROVIDE FIELD-DEPLOYABLE AERIAL RECONNAISSANCE FOR HOMELAND SECURITY INVESTIGATIONS.",2026-09-06,2026-09-06 08:20:15
CONT_AWD_70CMSD26P00000078_7012_-NONE-_-NONE-,70CMSD26P00000078,AUTERION GOVERNMENT SOLUTIONS INC,Department of Homeland Security,1235350.0,THIS ORDER PROVIDES SMALL UNMANNED AIRCRAFT SYSTEMS FOR SUPPORT IN HOMELAND SECURITY OPERATIONS AND INVESTIGATIONS.,2026-08-29,2026-08-29 09:25:36
CONT_AWD_70CMSW26FC0000082_7012_70B02C24A00000030_7014,70CMSW26FC0000082,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,67132.6,THIS AWARD IS TO PROCURE SMALL UNMANNED AIRCRAFT SYSTEM TO SUPPORT THE OFFICE OF FIREARMS AND TACTICAL PROGRAMS,2026-08-17,2026-08-29 08:38:22
CONT_AWD_70CMSW26FR0000056_7012_47QSMS25D008P_4732,70CMSW26FR0000056,W S DARLEY & CO,Department of Homeland Security,227910.11,THIS AWARD PROCURES SMALL UNMANNED AIRCRAFT SYSTEMS FOR THE OFFICE OF FIREARMS AND TACTICAL PROGRAMS.,2026-08-10,2026-08-10 10:58:11
CONT_AWD_70LGLY26FSSB00037_7015_70B02C24A00000030_7014,70LGLY26FSSB00037,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,168239.19,SUPPLIES REQUIRED FOR CYD SUAS/C-UAS TRAINING PROGRAM COURSE (SKYDIO).,2026-04-03,2026-06-26 11:42:48
CONT_AWD_70LGLY26PSSB00014_7015_-NONE-_-NONE-,70LGLY26PSSB00014,"GENERAL PACIFIC, INC",Department of Homeland Security,183148.0,DJI SUPPLIES REQUIRED FOR CYD SUAS/C-UAS TRAINING PROGRAM COURSE,2026-03-26,2026-06-28 14:05:53
CONT_AWD_70LGLY26PSSB00030_7015_-NONE-_-NONE-,70LGLY26PSSB00030,"NEROS, INC.",Department of Homeland Security,13494.5,ARCHER 8 DRONES FOR THE FEDERAL LAW ENFORCEMENT TRAINING CENTERS (FLETC) FIRM FIXED-PRICE,2026-09-01,2026-09-17 09:00:28
CONT_AWD_70RSAT24P00000029_7001_-NONE-_-NONE-,70RSAT24P00000029,W S DARLEY & CO,Department of Homeland Security,94034.5,THIS IS A NEW CONTRACT FOR BLUE LIST UAS (DRONES). THIS REQUIREMENT HAS AN APPROVED WAIVER.,2024-09-30,2026-01-28 10:44:39
CONT_AWD_70T05025F6116N001_7013_70B02C24A00000030_7014,70T05025F6116N001,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,79700.16,CALL ORDER AGAINST 70B02C24A00000030 SMALL UNMANNED AIRCRAFT SYSTEM (SUAS),2025-09-22,2026-09-08 11:46:40
CONT_AWD_70T05025F7670N009_7013_70B02C24A00000030_7014,70T05025F7670N009,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,86284.38,CALL ORDER AGAINST BLANKET PURCHASE AGREEMENT CONTRACT 70B02C24A00000030 - SMALL UNMANNED AIRCRAFT SYSTEM (SUAS) AND ACCESSORIES.,2025-09-08,2026-09-08 11:46:40
CONT_AWD_70T05026F7672N002_7013_70B02C24A00000030_7014,70T05026F7672N002,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,76952.88,CALL ORDER FOR SMALL UNMANNED AIRCRAFT SYSTEM (SUAS) AGAINST IDIQ 70B02C24A00000030.,2026-01-27,2026-09-08 11:46:40
CONT_AWD_70US0926P70092912_7009_-NONE-_-NONE-,70US0926P70092912,IRSA UMAR,Department of Homeland Security,0.0,THE PURPOSE OF THIS ORDER TO PROCURE SKYDIO KITS AND PLANS.,2026-08-13,2026-08-25 09:42:23
CONT_AWD_70US0926P70092991_7009_-NONE-_-NONE-,70US0926P70092991,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,80743.22,THE PURPOSE OF THIS ORDER IS TO PROCURE SKYDIO DRONE KITS.,2026-09-08,2026-09-08 12:49:44
CONT_AWD_70Z02325FNSFF0002_7008_70B02C24A00000030_7014,70Z02325FNSFF0002,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,31305.89,SKYDIO X10D UAS ACCESSORIES AND PARTS,2025-08-06,2026-09-08 11:46:40
CONT_AWD_70Z02626CNSFF0001_7008_-NONE-_-NONE-,70Z02626CNSFF0001,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,16732.63,SKYDIO X10 DRONE,2025-11-13,2026-05-14 08:08:11
CONT_AWD_70Z02626FNSFF0003_7008_70B02C24A00000030_7014,70Z02626FNSFF0003,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,29232.28,NSF CENTER OF EXPERTISE DRONE,2026-08-20,2026-08-20 12:40:38
CONT_AWD_70Z03326FSEAT0033_7008_70B02C24A00000030_7014,70Z03326FSEAT0033,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,31305.62,SKYDIO DRONE SECTOR PUGET SOUND IMD,2026-08-26,2026-08-26 11:57:19
CONT_AWD_70Z04125FYORK0006_7008_70B02C24A00000030_7014,70Z04125FYORK0006,"ATLANTIC DIVING SUPPLY, INC.",Department of Homeland Security,28381.84,SKYDIO X10D DRONE,2025-08-20,2026-04-20 13:38:17
CONT_AWD_75D30126F21501_7523_47QSMA19D08Q1_4732,75D30126F21501,"ATLANTIC DIVING SUPPLY, INC.",Department of Health and Human Services,46247.12,X10D DRONE - EO 14398,2026-09-02,2026-09-02 16:52:22
CONT_AWD_80NSSC26P0038_8000_-NONE-_-NONE-,80NSSC26P0038,"AERO SYSTEMS WEST, INC.",National Aeronautics and Space Administration,33198.0,ASW HLM HEXACOPTER,2025-12-02,2026-03-23 12:28:08
CONT_AWD_89233124PNA000189_8900_-NONE-_-NONE-,89233124PNA000189,FLIGHTWAVE AEROSPACE SYSTEMS CORPORATION,Department of Energy,60100.0,PROCURE TWO (2) EDGE 130 BLUE PRO KIT UNMANNED AIRCRAFT SYSTEMS (UAS) EDGE 130 BLUE PRO KIT - WITH OVERWATCH2. PART #6100-0002-04. FOR THE OFFICE OF SECURE TRANSPORTATION'S (OST) OPERATIONS.,2024-05-14,2026-01-06 16:40:13
CONT_AWD_89233126FNA400748_8900_89233126DNA000072_8900,89233126FNA400748,"ANDURIL INDUSTRIES, INC.",Department of Energy,13864074.4,"PROCURE THE BASE YEAR COSTS WITH BASE YEAR OPERATIONS AND SUSTAINMENT, AND 5-YEAR OPERATIONS AND SUSTAINMENT SUPPORT WITH OPTIONS. PANTEX SITE. PROVIDING A COUNTER UNCREWED AIRCRAFT SYSTEM (CUAS) PLATFORM FOR THE NATIONAL NUCLEAR SECURITY ADMINISTRAT",2025-11-18,2026-08-18 15:37:21
CONT_AWD_89233126FNA400749_8900_89233126DNA000072_8900,89233126FNA400749,"ANDURIL INDUSTRIES, INC.",Department of Energy,11340702.0,"PROCURE THE BASE YEAR COSTS WITH BASE YEAR OPERATIONS AND SUSTAINMENT, AND 5-YEAR OPERATIONS AND SUSTAINMENT SUPPORT WITH OPTIONS. Y12 SITE. PROVIDING A COUNTER UNCREWED AIRCRAFT SYSTEM (CUAS) PLATFORM FOR THE NATIONAL NUCLEAR SECURITY ADMINISTRATION",2025-11-18,2026-05-05 12:11:06
CONT_AWD_89233126FNA400787_8900_89233126DNA000072_8900,89233126FNA400787,"ANDURIL INDUSTRIES, INC.",Department of Energy,9073144.0,"PROCURE THE BASE YEAR COSTS WITH BASE YEAR OPERATIONS AND SUSTAINMENT, AND 5-YEAR OPERATIONS AND SUSTAINMENT SUPPORT WITH OPTIONS. LOS ALAMOS NATIONAL LABORATORY (LANL) SITE. PROVIDING A COUNTER UNCREWED AIRCRAFT SYSTEM (CUAS) PLATFORM FOR THE NATION",2026-05-07,2026-05-07 09:40:32
CONT_AWD_89233126FNA400803_8900_89233126DNA000072_8900,89233126FNA400803,"ANDURIL INDUSTRIES, INC.",Department of Energy,5769619.0,"THE TASK ORDER INCLUDES THE BASE YEAR TO INCLUDE OPERATIONS AND SUSTAINMENT. THE EFFORT SUPPORTS DEFENSE NUCLEAR SECURITY (DNS/NA-70) IN THE DESIGN, DEVELOPMENT, INTEGRATION, TESTING, DEPLOYMENT, AND SUSTAINMENT OF COLLABORATIVE AUTONOMOUS SYSTEMS FO",2026-07-28,2026-07-28 07:50:18
CONT_AWD_89503026PWA000541_8900_-NONE-_-NONE-,89503026PWA000541,"ATLANTIC DIVING SUPPLY, INC.",Department of Energy,20953.95,SKYDIO X10 DRONE WITH VT300Z STARTER KIT,2026-09-03,2026-09-03 16:11:23
CONT_AWD_FA228025F0035_9700_FA228025D0001_9700,FA228025F0035,"ANDURIL INDUSTRIES, INC.",Department of Defense,19425000.0,"FALCON INTELLIGENCE, SURVEILLANCE AND RECONNAISSANCE",2025-09-23,2026-03-09 13:29:25
CONT_AWD_FA228026F0011_9700_FA873025DB001_9700,FA228026F0011,"FIRESTORM LABS, INC.",Department of Defense,1650000.0,SOCPAC,2026-05-04,2026-05-04 13:18:15
CONT_AWD_FA251726PA021_9700_-NONE-_-NONE-,FA251726PA021,"ANDURIL INDUSTRIES, INC.",Department of Defense,596934.0,FAK ANDURIL GHOST,2026-06-09,2026-06-12 14:20:08
